employee_id,age,gender,country,city,education,experience_level,years_experience,job_title,industry,programming_langiage,company_size,remote_type,tools_used,certification,salary_usd,work_hours_per_week,satisfaction_score,promotion_last_2_years
155,28,Other,UK,Vazquezfort,PhD,Lead,13,Data Analyst,Healthcare,R,Large,Hybrid,"NumPy, Power BI, Python",IBM Data Science,92736.0,50,9.6,No
156,48,Female,India,Georgeside,Masters,Lead,18,Analytics Engineer,Finance,SQL,Small,Onsite,"Tableau, Power BI, NumPy",TensorFlow Developer,593200.0,55,9.0,Yes
157,35,Other,Brazil,Lake Lauraberg,Masters,Lead,11,Analytics Engineer,E-commerce,Julia,Medium,Remote,"Python, SQL, PyTorch",Microsoft Power BI,,55,4.7,Yes
158,54,Female,UK,East Jennifer,Masters,Lead,11,BI Analyst,Healthcare,Python,Small,Remote,"NumPy, Spark, Pandas",Google Data Analytics,62308.0,55,9.0,Yes
159,48,Other,USA,South Seanmouth,Bachelors,Lead,14,Data Scntist,Gaming,Scala,Small,Onsite,"TensorFlow, NumPy, PyTorch",IBM Data Science,96684.0,31,5.6,Yes
160,54,Male,USA,Michellechester,Masters,Lead,16,Data Scientist,Finance,Scala,Large,Remote,"Pandas, PyTorch, Tableau",IBM Data Science,105080.0,36,6.9,Yes
161,37,Other,Canada,North Erica,PhD,Entry,2,Data Engineer,Healthcare,SQL,Small,Hybrid,"NumPy, Excel, Power BI",IBM Data Science,46622.0,41,4.4,Yes
162,42,Other,Canada,South Sherry,Masters,Senior,9,Data Scientist,EdTech,Python,Large,Hybrid,"TensorFlow, Tableau, PyTorch",Microsoft Power BI,65523.0,34,9.3,No
163,22,Male,Poland,Ramosview,PhD,Lead,17,Data Engineer,EdTech,Scala,Medium,Onsite,"SQL, Python, PyTorch",IBM Data Science,99991.0,41,4.3,No
164,36,Other,Canada,Elaineside,Bachelors,Entry,0,Machine Learning Engineer,Finance,R,Small,Remote,"Spark, Pandas, Power BI",Microsoft Power BI,38275.0,56,5.3,No
165,40,Female,UK,Wagnerchester,Masters,Lead,14,Machine Learning Engineer,Healthcare,Julia,Medium,Hybrid,"Tableau, NumPy, Pandas",Microsoft Power BI,109207.0,37,8.2,Yes
166,48,Male,USA,Emilymouth,Masters,Entry,1,Analytics Engineer,Healthcare,Julia,Medium,Hybrid,"Power BI, TensorFlow, NumPy",TensorFlow Developer,47166.0,48,7.9,Yes
167,51,Other,UK,Stephensonfort,PhD,Senior,10,Business Analyst,E-commerce,Python,Large,Remote,"PyTorch, NumPy, Pandas",TensorFlow Developer,91187.0,42,5.5,Yes
168,55,Other,Australia,Brownland,Masters,Lead,20,Business Analyst,Healthcare,Julia,Medium,Hybrid,"Power BI, TensorFlow, Pandas",AWS Certified,76690.0,35,7.8,Yes
169,54,Other,Brazil,Thompsonburgh,Bachelors,Entry,0,Data Analyst,Consulting,Python,Large,Remote,"Power BI, Tableau, PyTorch",None,17739.0,33,9.4,Yes
170,39,Female,Canada,East Dawn,Bachelors,Entry,1,Machine Learning Engineer,EdTech,Julia,Medium,Onsite,"Excel, Python, PyTorch",None,40460.0,33,9.0,No
171,55,Female,Germany,South Robertview,PhD,Mid,3,Data Scntist,Finance,SQL,Medium,Remote,"Spark, PyTorch, SQL",AWS Certified,45204.0,46,6.8,Yes
172,29,Other,Canada,Wardbury,Bachelors,Entry,0,Business Analyst,Gaming,R,Medium,Onsite,"Python, NumPy, TensorFlow",Google Data Analytics,23587.0,52,8.2,No
173,32,Female,Brazil,Matthewhaven,PhD,Lead,15,Business Analyst,Consulting,SQL,Small,Hybrid,"Power BI, TensorFlow, SQL",Google Data Analytics,84247.0,35,6.1,Yes
174,40,Male,Poland,Kathyland,Masters,Lead,16,Machine Learning Engineer,Finance,Scala,Large,Hybrid,"Spark, TensorFlow, PyTorch",Google Data Analytics,74921.0,54,7.3,Yes
175,41,Male,India,South Karen,PhD,Entry,1,AI Engineer,Healthcare,Scala,Medium,Hybrid,"Spark, Tableau, Power BI",Google Data Analytics,31219.0,30,6.1,No
176,51,Other,Canada,Port Stephaniehaven,PhD,Senior,9,AI Engineer,Healthcare,SQL,Medium,Onsite,"SQL, Tableau, Spark",Microsoft Power BI,95522.0,44,6.4,No
177,45,Other,Germany,Vanessaview,Masters,Lead,12,Machine Learning Engineer,Gaming,R,Small,Hybrid,"Spark, Pandas, Python",TensorFlow Developer,73976.0,43,9.2,Yes
178,27,Other,UK,North Scott,Bachelors,Lead,18,Analytics Engineer,Retail,Python,Large,Remote,"Tableau, Power BI, NumPy",Microsoft Power BI,80915.0,52,7.3,No
179,50,Female,Germany,Jenniferchester,PhD,Senior,9,Data Engineer,Finance,Scala,Large,Hybrid,"Tableau, Python, Excel",Google Data Analytics,85420.0,43,8.5,No
180,46,Other,Poland,Floresborough,Masters,Mid,5,BI Analyst,EdTech,SQL,Small,Remote,"NumPy, Spark, PyTorch",IBM Data Science,41856.0,33,7.9,Yes
181,34,Female,Canada,Fordburgh,Masters,Lead,12,Machine Learning Engineer,Healthcare,SQL,Small,Onsite,"Power BI, TensorFlow, PyTorch",AWS Certified,89579.0,46,5.7,No
182,22,Other,Canada,Nelsonland,Bachelors,Lead,14,Analytics Engineer,Retail,Python,Large,Onsite,"SQL, TensorFlow, NumPy",None,102356.0,38,4.9,No
183,30,Female,Germany,Lake Deborahmouth,Bachelors,Lead,16,AI Engineer,Consulting,SQL,Medium,Onsite,"Python, TensorFlow, Pandas",Microsoft Power BI,91752.0,49,6.2,Yes
184,33,Other,Poland,Jacksontown,Masters,Entry,2,BI Analyst,EdTech,Python,Large,Hybrid,"Excel, PyTorch, Power BI",TensorFlow Developer,31421.0,43,6.7,No
185,34,Male,USA,Audreymouth,PhD,Lead,18,Machine Learning Engineer,Retail,SQL,Small,Onsite,"Excel, NumPy, SQL",None,102141.0,32,4.2,Yes
186,51,Other,Canada,Reynoldsmouth,Masters,Lead,14,Analytics Engineer,Gaming,Scala,Large,Hybrid,"NumPy, Pandas, Excel",Microsoft Power BI,86470.0,55,6.2,No
187,29,Male,India,Lyonsmouth,Masters,Entry,2,Data Engineer,Gaming,Python,Medium,Remote,"Excel, TensorFlow, Python",IBM Data Science,30846.0,59,5.8,No
188,39,Male,Germany,South Susanfort,Masters,Lead,12,Data Engineer,E-commerce,Scala,Medium,Onsite,"Spark, Excel, SQL",Azure Data Engineer,99592.0,41,8.7,No
189,54,Other,Australia,Chadton,PhD,Entry,2,Business Analyst,Finance,Python,Large,Remote,"Python, SQL, TensorFlow",AWS Certified,54391.0,39,4.6,No
190,23,Female,Germany,Alvarezfurt,Bachelors,Lead,20,BI Analyst,Healthcare,Scala,Large,Hybrid,"SQL, PyTorch, Excel",Microsoft Power BI,72444.0,32,4.5,No
191,23,Male,Brazil,Williamhaven,Bachelors,Mid,4,Business Analyst,Gaming,Scala,Small,Remote,"TensorFlow, Power BI, NumPy",Google Data Analytics,31983.0,37,7.9,No
192,44,Other,Brazil,East Eric,Masters,Senior,9,Data Scientist,Retail,SQL,Small,Onsite,"Power BI, TensorFlow, Excel",Azure Data Engineer,34234.0,54,6.2,Yes
193,45,Other,Canada,Carolville,Bachelors,Lead,12,Data Scientist,Consulting,SQL,Large,Hybrid,"Spark, Tableau, Python",Azure Data Engineer,96443.0,32,7.0,No
194,46,Female,Canada,Portermouth,PhD,Senior,7,AI Engineer,Finance,Python,Large,Onsite,"Pandas, Power BI, TensorFlow",AWS Certified,102720.0,49,7.5,Yes
195,30,Male,Australia,Ericmouth,Masters,Mid,5,Data Analyst,SaaS,SQL,Small,Remote,"Excel, PyTorch, SQL",AWS Certified,49717.0,41,6.5,Yes
196,29,Other,Poland,Pattersonmouth,PhD,Mid,4,BI Analyst,Gaming,Julia,Small,Onsite,"NumPy, SQL, Pandas",IBM Data Science,32341.0,52,4.6,Yes
197,30,Male,Canada,West Alisonborough,Bachelors,Lead,19,BI Analyst,Finance,SQL,Small,Remote,"NumPy, Spark, Tableau",AWS Certified,92916.0,54,6.1,No
198,31,Male,UK,Tiffanymouth,Bachelors,Lead,13,AI Engineer,SaaS,SQL,Small,Hybrid,"Spark, Tableau, Power BI",Azure Data Engineer,92554.0,40,6.5,Yes
199,30,Female,Poland,Brendashire,PhD,Senior,6,Business Analyst,EdTech,Scala,Large,Remote,"TensorFlow, Spark, SQL",Microsoft Power BI,46398.0,53,5.0,Yes
200,37,Female,Canada,Jeffreystad,Masters,Lead,18,Machine Learning Engineer,SaaS,SQL,Large,Hybrid,"Spark, Excel, NumPy",Microsoft Power BI,111996.0,31,5.8,Yes
201,35,Male,Germany,Garciaton,Masters,Senior,7,Analytics Engineer,Gaming,Julia,Large,Remote,"Python, Spark, Tableau",Microsoft Power BI,81976.0,36,6.7,No
202,37,Male,USA,Lindatown,Bachelors,Mid,3,Analytics Engineer,SaaS,R,Large,Onsite,"Spark, SQL, Excel",None,57096.0,39,7.2,No
203,40,Other,Canada,North Davidfort,PhD,Mid,4,Machine Learning Engineer,Consulting,Julia,Medium,Onsite,"Pandas, NumPy, PyTorch",TensorFlow Developer,60463.0,53,7.5,Yes
204,40,Male,Australia,Andrewberg,Masters,Senior,8,Data Scntist,Consulting,R,Small,Hybrid,"NumPy, Excel, TensorFlow",TensorFlow Developer,64268.0,47,4.3,Yes
205,35,Other,Brazil,East Beckymouth,Masters,Senior,9,Machine Learning Engineer,E-commerce,Scala,Small,Onsite,"Power BI, Python, NumPy",None,51507.0,57,7.1,Yes
206,52,Other,India,Port Anthonychester,Masters,Mid,5,Machine Learning Engineer,Retail,SQL,Small,Onsite,"Tableau, TensorFlow, Spark",IBM Data Science,31140.0,42,4.7,Yes
207,55,Female,India,Brownfort,Masters,Entry,0,AI Engineer,Retail,Scala,Large,Onsite,"Power BI, TensorFlow, NumPy",AWS Certified,26992.0,53,6.4,No
208,40,Female,Poland,Port Debra,PhD,Senior,7,Data Analyst,SaaS,Python,Medium,Onsite,"Excel, TensorFlow, Python",None,49834.0,51,7.9,No
209,44,Female,UK,Jerryhaven,Bachelors,Senior,10,Business Analyst,Finance,Python,Large,Remote,"NumPy, Power BI, TensorFlow",TensorFlow Developer,64980.0,32,7.8,Yes
210,31,Other,Poland,New Jillberg,PhD,Senior,10,Business Analyst,E-commerce,Julia,Small,Onsite,"Excel, Pandas, TensorFlow",AWS Certified,68114.0,59,8.8,No
211,55,Male,Australia,Amandaville,Bachelors,Entry,2,Machine Learning Engineer,Consulting,SQL,Large,Remote,"Python, Spark, TensorFlow",None,56840.0,33,5.8,Yes
212,47,Other,Brazil,West Brandonland,PhD,Senior,7,Machine Learning Engineer,Healthcare,Julia,Medium,Hybrid,"PyTorch, Spark, Tableau",AWS Certified,50417.0,33,7.7,Yes
213,23,Other,Canada,Carrollport,PhD,Lead,14,Data Engineer,EdTech,Python,Medium,Remote,"PyTorch, Tableau, TensorFlow",IBM Data Science,118174.0,31,8.3,No
214,36,Female,Germany,Charlesshire,PhD,Senior,6,Business Analyst,Healthcare,Julia,Small,Onsite,"PyTorch, NumPy, Power BI",TensorFlow Developer,45749.0,56,9.8,No
215,44,Other,Poland,West Susan,Bachelors,Senior,9,Data Scientist,E-commerce,Python,Large,Onsite,"Power BI, Python, Spark",TensorFlow Developer,,57,5.2,No
216,44,Female,Canada,Christopherfort,Masters,Entry,2,Data Engineer,EdTech,Python,Large,Onsite,"Power BI, Pandas, PyTorch",Google Data Analytics,62357.0,37,8.0,Yes
217,32,Male,USA,Deniseside,Masters,Lead,19,Data Scientist,Healthcare,Python,Large,Hybrid,"SQL, Power BI, Pandas",Azure Data Engineer,141590.0,30,10.0,No
218,33,Other,UK,Port Miguel,Masters,Senior,9,AI Engineer,Gaming,Scala,Large,Onsite,"Excel, NumPy, Python",TensorFlow Developer,82576.0,58,9.8,Yes
219,35,Female,India,Lake Caroline,Bachelors,Lead,14,BI Analyst,Consulting,SQL,Medium,Onsite,"SQL, Spark, Pandas",IBM Data Science,48872.0,36,9.2,No
220,45,Female,Australia,New Taylorfurt,Bachelors,Entry,0,Analytics Engineer,E-commerce,Python,Medium,Hybrid,"PyTorch, SQL, NumPy",None,28081.0,54,8.0,No
221,44,Female,Germany,North Ricky,PhD,Senior,8,Business Analyst,EdTech,Scala,Medium,Hybrid,"Python, Tableau, Excel",None,58162.0,46,4.5,No
222,47,Other,Poland,North Lorrainehaven,Bachelors,Lead,14,Business Analyst,Retail,SQL,Large,Hybrid,"TensorFlow, Python, Tableau",AWS Certified,47268.0,56,8.6,No
223,50,Other,Brazil,Lopezport,Bachelors,Lead,19,Data Analyst,Consulting,Python,Medium,Hybrid,"PyTorch, Excel, Tableau",IBM Data Science,61849.0,37,8.4,Yes
224,34,Male,Canada,Kennethbury,Masters,Senior,8,Machine Learning Engineer,Gaming,Python,Medium,Onsite,"NumPy, Pandas, PyTorch",AWS Certified,65871.0,54,9.5,Yes
225,48,Other,Canada,Maryberg,Masters,Lead,15,Data Scientist,EdTech,SQL,Large,Hybrid,"Spark, PyTorch, SQL",Azure Data Engineer,79588.0,42,8.1,Yes
226,27,Male,Brazil,Moodyhaven,PhD,Lead,16,Data Analyst,EdTech,Python,Small,Remote,"Excel, Power BI, TensorFlow",TensorFlow Developer,71120.0,30,7.0,Yes
227,29,Other,Australia,West Scottfort,Masters,Lead,11,Business Analyst,Gaming,Julia,Medium,Hybrid,"Tableau, Pandas, Excel",Azure Data Engineer,83134.0,46,6.1,Yes
228,42,Other,Germany,West Monique,Masters,Lead,18,Data Scientist,SaaS,Python,Medium,Hybrid,"TensorFlow, NumPy, Python",IBM Data Science,94446.0,58,5.4,Yes
229,39,Other,UK,Kristinemouth,PhD,Lead,20,Analytics Engineer,EdTech,Julia,Medium,Onsite,"Power BI, SQL, Spark",Azure Data Engineer,104694.0,58,8.2,No
230,37,Male,Canada,Lake Christophertown,Masters,Senior,6,Machine Learning Engineer,Consulting,R,Small,Remote,"Power BI, NumPy, Spark",AWS Certified,60853.0,57,7.3,Yes
231,33,Female,Poland,Lake Jeffreyberg,PhD,Lead,12,Analytics Engineer,Finance,Julia,Small,Remote,"Python, Excel, TensorFlow",Microsoft Power BI,80648.0,55,9.2,No
232,48,Other,Germany,Fryside,PhD,Entry,1,Machine Learning Engineer,Healthcare,SQL,Medium,Hybrid,"Tableau, Power BI, Python",AWS Certified,,33,9.8,Yes
233,49,Male,Germany,Josephmouth,Bachelors,Lead,17,AI Engineer,Finance,Julia,Large,Remote,"PyTorch, TensorFlow, Python",Google Data Analytics,110965.0,37,8.3,No
234,32,Other,Canada,Aguilartown,PhD,Mid,3,Data Scientist,EdTech,SQL,Medium,Hybrid,"Python, NumPy, Pandas",None,53563.0,34,5.7,No
235,47,Female,India,Sarahside,PhD,Lead,16,BI Analyst,E-commerce,Python,Medium,Onsite,"Python, TensorFlow, Power BI",TensorFlow Developer,80105.0,60,5.2,No
236,47,Other,Canada,Porterfurt,Masters,Entry,1,Analytics Engineer,Healthcare,Scala,Small,Onsite,"Tableau, Spark, NumPy",Google Data Analytics,30481.0,55,7.4,Yes
237,35,Male,Poland,South Kyleport,PhD,Entry,0,Machine Learning Engineer,SaaS,Julia,Medium,Hybrid,"TensorFlow, PyTorch, NumPy",Microsoft Power BI,32291.0,55,6.5,Yes
238,32,Female,Germany,New Jonathan,Bachelors,Mid,3,Data Scientist,EdTech,SQL,Medium,Onsite,"Tableau, SQL, PyTorch",AWS Certified,38885.0,34,6.7,Yes
239,48,Female,UK,East Lisa,PhD,Lead,16,Data Engineer,SaaS,Julia,Small,Hybrid,"Tableau, PyTorch, TensorFlow",Microsoft Power BI,104699.0,33,7.5,Yes
240,22,Male,Poland,South Terrichester,Bachelors,Lead,16,Business Analyst,EdTech,R,Medium,Remote,"PyTorch, Power BI, NumPy",Google Data Analytics,53579.0,60,9.5,Yes
241,36,Female,Poland,Davidtown,Masters,Lead,17,Machine Learning Engineer,Gaming,Python,Small,Remote,"SQL, Pandas, Spark",None,67219.0,34,4.0,Yes
242,40,Female,Australia,Ianton,Bachelors,Senior,7,Analytics Engineer,EdTech,Julia,Large,Hybrid,"PyTorch, Spark, TensorFlow",None,55624.0,52,7.6,No
243,27,Male,USA,East Sallyfurt,Bachelors,Mid,3,Data Analyst,E-commerce,SQL,Small,Hybrid,"Spark, Python, TensorFlow",IBM Data Science,39123.0,59,7.1,No
244,31,Female,Germany,South Sean,Bachelors,Lead,13,Analytics Engineer,Consulting,R,Medium,Hybrid,"Python, Pandas, Power BI",IBM Data Science,91340.0,36,6.0,No
245,26,Female,Poland,Davisstad,Masters,Entry,2,Data Scientist,EdTech,Scala,Small,Hybrid,"Pandas, PyTorch, NumPy",Google Data Analytics,22132.0,41,6.9,No
246,28,Other,USA,East Robert,Masters,Entry,1,Machine Learning Engineer,Gaming,Scala,Large,Hybrid,"TensorFlow, Power BI, PyTorch",Google Data Analytics,69092.0,42,7.5,No
247,55,Male,UK,Smithshire,Masters,Lead,13,AI Engineer,Healthcare,Scala,Small,Hybrid,"NumPy, Pandas, Python",IBM Data Science,73460.0,51,6.7,No
248,45,Male,Canada,North Angelastad,Bachelors,Senior,8,Data Engineer,E-commerce,Python,Medium,Hybrid,"SQL, Power BI, PyTorch",IBM Data Science,73074.0,48,4.7,No
249,49,Male,UK,Kimberlymouth,PhD,Senior,8,Data Scientist,Healthcare,Python,Medium,Onsite,"PyTorch, Python, Pandas",IBM Data Science,64608.0,40,7.0,Yes
250,31,Other,UK,West William,PhD,Entry,1,Data Engineer,Consulting,Scala,Medium,Remote,"Spark, Pandas, Tableau",AWS Certified,52842.0,52,7.6,Yes
251,43,Male,Germany,North Seanshire,Masters,Lead,20,Data Analyst,Finance,R,Large,Hybrid,"SQL, Power BI, Spark",IBM Data Science,101195.0,36,9.9,No
252,47,Other,Poland,Jenniferland,PhD,Lead,11,Data Scientist,SaaS,Scala,Small,Remote,"PyTorch, Pandas, SQL",AWS Certified,66901.0,51,5.1,Yes
253,55,Male,Australia,Lake Sarah,PhD,Lead,16,BI Analyst,Healthcare,Scala,Medium,Onsite,"TensorFlow, Power BI, PyTorch",None,63626.0,39,5.9,Yes
254,36,Other,India,Port Josehaven,Bachelors,Entry,1,Analytics Engineer,Finance,Julia,Medium,Hybrid,"Python, Pandas, PyTorch",AWS Certified,15418.0,41,9.1,No
255,29,Male,Germany,Lake Amberport,PhD,Lead,17,Business Analyst,Healthcare,SQL,Small,Onsite,"Spark, Pandas, NumPy",Google Data Analytics,96340.0,60,9.9,No
256,54,Female,Brazil,Bellstad,Bachelors,Entry,0,Machine Learning Engineer,EdTech,Python,Small,Onsite,"NumPy, PyTorch, Pandas",TensorFlow Developer,17934.0,57,9.2,No
257,44,Female,USA,North Rebeccaberg,Masters,Entry,1,Business Analyst,Consulting,SQL,Large,Onsite,"Python, PyTorch, TensorFlow",None,49448.0,44,5.9,Yes
258,39,Female,Brazil,Derrickburgh,Masters,Lead,20,Machine Learning Engineer,Healthcare,Julia,Small,Hybrid,"Spark, Python, SQL",TensorFlow Developer,76777.0,40,8.7,Yes
259,55,Other,UK,Larafurt,Masters,Lead,11,Data Scientist,Healthcare,Python,Small,Remote,"SQL, Tableau, Python",Microsoft Power BI,74566.0,37,5.0,Yes
260,28,Other,Poland,West Bethfort,Bachelors,Lead,16,Data Scntist,Consulting,R,Small,Onsite,"SQL, PyTorch, NumPy",None,70032.0,42,7.6,Yes
261,54,Female,Canada,Yorkville,Bachelors,Senior,10,Machine Learning Engineer,Finance,Julia,Medium,Hybrid,"Tableau, Spark, NumPy",Azure Data Engineer,69849.0,58,4.1,Yes
262,52,Female,Australia,Mitchellville,Masters,Lead,15,Data Scientist,Finance,Scala,Large,Onsite,"SQL, Pandas, PyTorch",AWS Certified,123548.0,39,7.7,Yes
263,23,Male,India,Brandyview,PhD,Entry,1,Data Engineer,Gaming,SQL,Small,Hybrid,"Excel, NumPy, Pandas",TensorFlow Developer,18778.0,53,4.2,No
264,45,Male,India,Johnsonside,Bachelors,Senior,7,Data Analyst,Retail,SQL,Small,Hybrid,"Excel, PyTorch, NumPy",AWS Certified,34251.0,51,8.0,No
265,41,Male,UK,Christopherton,PhD,Lead,12,BI Analyst,SaaS,Scala,Medium,Onsite,"TensorFlow, Python, NumPy",Google Data Analytics,90201.0,59,6.8,Yes
266,51,Female,Germany,Hugheshaven,Bachelors,Entry,1,Data Scientist,Finance,Python,Large,Remote,"SQL, Python, TensorFlow",TensorFlow Developer,48460.0,54,9.3,Yes
267,34,Female,Germany,North Meganberg,Masters,Lead,11,Analytics Engineer,EdTech,Scala,Medium,Hybrid,"Tableau, PyTorch, Power BI",Azure Data Engineer,56848.0,49,9.9,No
268,42,Male,Australia,Sandraside,PhD,Mid,5,Business Analyst,Finance,Julia,Large,Hybrid,"SQL, Power BI, PyTorch",Microsoft Power BI,59521.0,43,9.6,No
269,38,Female,Germany,Lake Deanna,Bachelors,Lead,19,Data Analyst,Retail,R,Large,Hybrid,"Python, Spark, Pandas",TensorFlow Developer,75043.0,39,5.7,Yes
270,37,Other,Australia,Stevensonport,Masters,Lead,18,Machine Learning Engineer,Finance,R,Small,Onsite,"Excel, TensorFlow, Spark",TensorFlow Developer,76255.0,39,7.5,No
271,52,Male,Canada,Douglasmouth,PhD,Lead,14,BI Analyst,Healthcare,SQL,Large,Hybrid,"Python, PyTorch, Tableau",Microsoft Power BI,101746.0,47,5.5,Yes
272,27,Other,Australia,New Glenberg,Bachelors,Mid,4,Business Analyst,EdTech,Julia,Large,Onsite,"Spark, Python, SQL",Azure Data Engineer,44744.0,55,6.5,No
273,29,Female,Brazil,North Brianbury,PhD,Lead,19,Data Scientist,Consulting,Python,Small,Onsite,"SQL, PyTorch, Pandas",Azure Data Engineer,90771.0,30,6.4,No
274,24,Male,Poland,Gomezhaven,Bachelors,Senior,6,Analytics Engineer,Finance,R,Medium,Onsite,"Excel, Power BI, Pandas",None,38826.0,43,9.6,No
275,42,Male,UK,Troystad,Bachelors,Lead,16,Data Analyst,Finance,Julia,Large,Remote,"SQL, TensorFlow, Tableau",Azure Data Engineer,,54,6.7,No
276,54,Male,USA,Yangmouth,Bachelors,Lead,19,AI Engineer,Retail,SQL,Small,Hybrid,"Python, Excel, TensorFlow",Azure Data Engineer,134092.0,31,4.6,No
277,43,Male,UK,West Debratown,PhD,Lead,13,Data Engineer,Healthcare,R,Medium,Onsite,"TensorFlow, NumPy, Python",None,94822.0,35,9.6,No
278,35,Female,Australia,Lake Diane,Masters,Lead,13,BI Analyst,Finance,R,Large,Hybrid,"Pandas, Spark, Tableau",None,95383.0,32,6.4,Yes
279,42,Female,Australia,West Dustinside,Bachelors,Entry,2,AI Engineer,EdTech,R,Large,Remote,"PyTorch, NumPy, Tableau",Azure Data Engineer,68300.0,58,7.6,Yes
280,33,Other,Australia,West Allen,PhD,Entry,1,AI Engineer,Finance,R,Small,Remote,"Python, Tableau, TensorFlow",Microsoft Power BI,53849.0,51,9.1,No
281,29,Female,UK,Port Mark,Masters,Lead,17,Business Analyst,Gaming,Scala,Medium,Remote,"Tableau, Power BI, NumPy",None,85225.0,47,4.3,No
282,50,Other,India,Port Andrew,PhD,Lead,13,Data Analyst,EdTech,Scala,Small,Hybrid,"Power BI, Pandas, Python",Azure Data Engineer,45040.0,57,6.2,No
283,53,Other,USA,Davidside,PhD,Senior,7,AI Engineer,Finance,SQL,Small,Onsite,"Power BI, Python, NumPy",AWS Certified,89739.0,44,9.4,No
284,27,Male,Australia,Vargasberg,Bachelors,Entry,0,Data Analyst,E-commerce,Julia,Large,Remote,"Tableau, Power BI, TensorFlow",Google Data Analytics,31956.0,44,4.2,Yes
285,26,Male,Germany,Carlsonshire,Bachelors,Mid,4,Business Analyst,SaaS,Python,Large,Remote,"NumPy, Excel, Power BI",AWS Certified,50715.0,50,7.0,Yes
286,22,Male,Brazil,Curtisburgh,PhD,Lead,14,Data Scntist,Gaming,SQL,Medium,Onsite,"Power BI, Python, Pandas",None,67931.0,53,5.1,No
287,36,Other,Poland,Christophershire,PhD,Lead,15,Data Engineer,Retail,R,Small,Hybrid,"Tableau, Python, Spark",Azure Data Engineer,76511.0,56,9.9,No
288,43,Male,Australia,South Eric,Masters,Lead,19,Data Engineer,EdTech,SQL,Small,Remote,"Pandas, SQL, Excel",Microsoft Power BI,109042.0,52,5.8,No
289,51,Female,Australia,New Linda,Bachelors,Entry,1,Analytics Engineer,Healthcare,R,Large,Hybrid,"TensorFlow, Spark, Tableau",Azure Data Engineer,40113.0,44,7.4,No
290,23,Other,Canada,East Lauraville,Masters,Senior,10,Data Engineer,Retail,Scala,Small,Remote,"NumPy, Spark, Excel",AWS Certified,75835.0,30,9.3,Yes
291,37,Other,Australia,North Paul,PhD,Lead,15,Data Analyst,Consulting,Julia,Medium,Hybrid,"SQL, Pandas, Tableau",TensorFlow Developer,90219.0,30,6.5,Yes
292,23,Female,Australia,Hudsonview,Masters,Lead,13,Data Engineer,Healthcare,Python,Small,Onsite,"NumPy, Excel, Spark",TensorFlow Developer,81102.0,37,6.8,No
293,51,Female,India,Port Robertfurt,Masters,Lead,11,Data Scientist,Finance,Python,Small,Onsite,"Pandas, Spark, Excel",TensorFlow Developer,60224.0,59,5.8,No
294,47,Female,Germany,South Rachelport,PhD,Lead,17,Data Engineer,EdTech,SQL,Medium,Hybrid,"Power BI, Python, NumPy",IBM Data Science,96878.0,42,8.0,No
295,28,Male,Poland,West Nicole,Bachelors,Senior,8,Data Engineer,E-commerce,Julia,Large,Remote,"Pandas, PyTorch, Spark",AWS Certified,66783.0,36,7.5,Yes
296,32,Female,USA,Bonnieshire,Bachelors,Senior,7,Data Scntist,Consulting,Scala,Medium,Remote,"Spark, Tableau, PyTorch",TensorFlow Developer,63976.0,41,9.7,Yes
297,44,Male,Brazil,East Nicole,PhD,Entry,1,Data Analyst,Finance,Julia,Large,Hybrid,"Power BI, SQL, Pandas",Microsoft Power BI,25381.0,33,9.7,No
